condition,fold,class_label,feature_index,feature,feature_group,weight_type,weight,absolute_weight,direction,absolute_rank,positive_rank,negative_rank
B_COMPLEMENT_NB,final_training_fit,1,207,quickly,textual,complement_log_weight,6.501781193539291,6.501781193539291,positive,1,1,302
B_COMPLEMENT_NB,final_training_fit,1,166,management,textual,complement_log_weight,6.477706892291883,6.477706892291883,positive,2,2,301
B_COMPLEMENT_NB,final_training_fit,1,104,function,textual,complement_log_weight,6.4738342334122665,6.4738342334122665,positive,3,3,300
B_COMPLEMENT_NB,final_training_fit,1,165,manage,textual,complement_log_weight,6.444104990173717,6.444104990173717,positive,4,4,299
B_COMPLEMENT_NB,final_training_fit,1,281,understanding,textual,complement_log_weight,6.429401412916306,6.429401412916306,positive,5,5,298
B_COMPLEMENT_NB,final_training_fit,1,20,answer sep,textual,complement_log_weight,6.41569041052526,6.41569041052526,positive,6,6,297
B_COMPLEMENT_NB,final_training_fit,1,90,experts answer,textual,complement_log_weight,6.4093657843835885,6.4093657843835885,positive,7,7,296
B_COMPLEMENT_NB,final_training_fit,1,229,sign,textual,complement_log_weight,6.3968163878448046,6.3968163878448046,positive,8,8,295
B_COMPLEMENT_NB,final_training_fit,1,28,behaviors,textual,complement_log_weight,6.3811262867768015,6.3811262867768015,positive,9,9,294
B_COMPLEMENT_NB,final_training_fit,1,112,harder,textual,complement_log_weight,6.360778548127072,6.360778548127072,positive,10,10,293
B_COMPLEMENT_NB,final_training_fit,1,29,best,textual,complement_log_weight,6.335914675220032,6.335914675220032,positive,11,11,292
B_COMPLEMENT_NB,final_training_fit,1,244,struggling,textual,complement_log_weight,6.332113684075287,6.332113684075287,positive,12,12,291
B_COMPLEMENT_NB,final_training_fit,1,46,condition,textual,complement_log_weight,6.318866784208229,6.318866784208229,positive,13,13,290
B_COMPLEMENT_NB,final_training_fit,1,124,impact,textual,complement_log_weight,6.3111200163245185,6.3111200163245185,positive,14,14,289
B_COMPLEMENT_NB,final_training_fit,1,114,health,textual,complement_log_weight,6.309890912749844,6.309890912749844,positive,15,15,288
